學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0001,國立政治大學,02311009,英國語文學系,D 日,M 碩士,52,14,38,3,5,2,12,5,8,4,13,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02311009,英國語文學系,D 日,B 學士,297,94,203,17,47,24,41,19,47,19,47,-,-,-,-,-,-,15,21,30 臺北市,1 一般
0001,國立政治大學,02311009,英國語文學系英語教學碩士在職專班,N 職,M 碩士,37,5,32,3,7,-,-,2,17,-,1,-,7,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02311011,日本語文學系,D 日,M 碩士,29,8,21,1,6,3,3,4,5,-,7,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02311011,日本語文學系,D 日,B 學士,176,53,123,11,25,18,28,11,30,10,23,-,-,-,-,-,-,3,17,30 臺北市,1 一般
0001,國立政治大學,02311012,阿拉伯語文學系,D 日,B 學士,186,70,116,15,27,15,26,12,23,20,21,-,-,-,-,-,-,8,19,30 臺北市,1 一般
0001,國立政治大學,02311014,韓國語文學系,D 日,M 碩士,25,3,22,-,7,1,5,1,10,1,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02311014,韓國語文學系,D 日,B 學士,142,16,126,4,24,2,32,4,28,4,29,-,-,-,-,-,-,2,13,30 臺北市,1 一般
0001,國立政治大學,02311015,土耳其語文學系,D 日,B 學士,127,33,94,7,24,7,22,6,19,8,19,-,-,-,-,-,-,5,10,30 臺北市,1 一般
0001,國立政治大學,02311016,歐洲語文學系,D 日,B 學士,292,63,229,11,48,13,49,11,53,19,40,-,-,-,-,-,-,9,39,30 臺北市,1 一般
0001,國立政治大學,02311017,斯拉夫語文學系,D 日,M 碩士,10,4,6,2,2,1,2,1,2,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02311017,斯拉夫語文學系,D 日,B 學士,234,64,170,14,40,14,36,9,35,14,42,-,-,-,-,-,-,13,17,30 臺北市,1 一般
0001,國立政治大學,02311087,東南亞語言與文化學士學位學程,D 日,B 學士,51,13,38,4,14,6,11,3,13,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02321007,台灣文學研究所,D 日,D 博士,11,3,8,1,-,1,1,-,1,-,3,1,-,-,2,-,1,-,-,30 臺北市,1 一般
0001,國立政治大學,02321007,台灣文學研究所,D 日,M 碩士,39,22,17,6,6,2,4,9,3,5,4,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02322008,中國文學系,D 日,D 博士,66,35,31,4,5,2,5,8,6,9,1,6,3,-,9,6,2,-,-,30 臺北市,1 一般
0001,國立政治大學,02322008,中國文學系,D 日,M 碩士,105,41,64,10,19,9,9,7,19,15,17,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02322008,中國文學系,D 日,B 學士,340,106,234,20,70,30,42,23,44,17,57,-,-,-,-,-,-,16,21,30 臺北市,1 一般
0001,國立政治大學,02322008,中國文學系國文教學碩士在職專班,N 職,M 碩士,85,10,75,1,19,2,16,3,12,4,16,-,12,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02323002,華語文教學博士學位學程,D 日,D 博士,22,1,21,-,5,-,3,-,4,1,2,-,2,-,2,-,3,-,-,30 臺北市,1 一般
0001,國立政治大學,02323002,華語文教學碩士學位學程,D 日,M 碩士,51,10,41,2,12,6,11,2,13,-,5,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02399018,語言學研究所,D 日,D 博士,10,6,4,1,-,2,-,-,2,-,-,-,-,1,1,2,1,-,-,30 臺北市,1 一般
0001,國立政治大學,02399018,語言學研究所,D 日,M 碩士,27,11,16,2,3,2,4,6,4,1,5,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03111024,經濟學系,D 日,D 博士,13,10,3,3,-,-,1,1,1,2,-,2,-,1,-,1,1,-,-,30 臺北市,1 一般
0001,國立政治大學,03111024,經濟學系,D 日,M 碩士,95,64,31,30,16,24,10,9,5,1,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03111024,經濟學系,D 日,B 學士,391,204,187,49,34,45,45,53,45,47,49,-,-,-,-,-,-,10,14,30 臺北市,1 一般
0001,國立政治大學,03111025,應用經濟與社會發展英語碩士學位學程,D 日,M 碩士,31,11,20,3,8,5,8,2,3,1,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03121026,政治學系,D 日,D 博士,30,23,7,1,3,1,2,2,1,7,-,2,1,4,-,6,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03121026,政治學系,D 日,M 碩士,76,45,31,13,10,15,2,8,10,9,9,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03121026,政治學系,D 日,B 學士,228,110,118,23,26,21,34,32,25,26,23,-,-,-,-,-,-,8,10,30 臺北市,1 一般
0001,國立政治大學,03121029,國際事務學院國家安全與大陸研究碩士在職專班,N 職,M 碩士,62,46,16,16,6,14,8,10,2,2,-,4,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系,D 日,D 博士,13,11,2,1,-,2,-,2,-,1,-,2,1,1,1,2,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系,D 日,M 碩士,81,38,43,13,12,13,9,8,15,4,7,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系,D 日,B 學士,269,102,167,30,33,23,37,17,43,24,38,-,-,-,-,-,-,8,16,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系戰略與國際事務碩士在職專班,N 職,M 碩士,69,51,18,17,5,14,5,10,3,5,3,5,2,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03122046,國際研究英語碩士學位學程,D 日,M 碩士,50,32,18,12,4,10,10,7,3,3,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03131032,心理學系,D 日,D 博士,13,1,12,-,1,-,3,1,1,-,1,-,1,-,3,-,2,-,-,30 臺北市,1 一般
0001,國立政治大學,03131032,心理學系,D 日,M 碩士,77,29,48,8,17,6,10,9,13,6,8,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03131032,心理學系,D 日,B 學士,216,78,138,16,29,18,32,16,32,18,40,-,-,-,-,-,-,10,5,30 臺北市,1 一般
0001,國立政治大學,03131033,輔導與諮商碩士學位學程,D 日,M 碩士,40,8,32,1,11,2,8,3,4,2,9,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03141030,社會學系,D 日,D 博士,12,7,5,-,3,1,1,1,1,1,-,1,-,1,-,2,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03141030,社會學系,D 日,M 碩士,62,29,33,6,12,9,10,5,6,9,5,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03141030,社會學系,D 日,B 學士,202,83,119,22,33,21,26,17,26,13,23,-,-,-,-,-,-,10,11,30 臺北市,1 一般
0001,國立政治大學,03143023,中東與中亞研究碩士學位學程,D 日,M 碩士,20,8,12,2,6,4,3,1,2,1,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143028,東亞研究所,D 日,D 博士,35,25,10,4,3,4,2,2,3,5,2,3,-,4,-,3,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143028,東亞研究所,D 日,M 碩士,71,43,28,16,7,9,9,7,7,11,5,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143036,日本研究博士學位學程,D 日,D 博士,13,6,7,-,2,2,1,1,2,2,1,1,1,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143036,日本研究碩士學位學程,D 日,M 碩士,36,19,17,4,4,6,4,5,6,4,3,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143038,俄羅斯研究所,D 日,M 碩士,32,13,19,5,7,4,8,2,2,2,2,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143040,亞太研究英語博士學位學程,D 日,D 博士,61,34,27,9,6,7,6,4,5,7,4,3,3,2,1,2,2,-,-,30 臺北市,1 一般
0001,國立政治大學,03143040,亞太研究英語碩士學位學程,D 日,M 碩士,56,29,27,8,10,11,6,8,4,2,7,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,D 博士,16,12,4,3,2,1,-,1,-,3,-,1,-,1,1,2,1,-,-,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,M 碩士,87,35,52,13,20,11,24,9,7,2,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,B 學士,493,266,227,65,54,65,40,59,61,59,54,-,-,-,-,-,-,18,18,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,N 職,M 碩士,109,63,46,15,14,15,10,15,12,16,8,2,2,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143090,土地政策與環境規劃碩士原住民專班,D 日,M 碩士,12,5,7,5,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03191047,國家發展研究所,D 日,D 博士,32,19,13,4,2,3,2,2,2,2,3,3,1,2,2,3,1,-,-,30 臺北市,1 一般
0001,國立政治大學,03191047,國家發展研究所,D 日,M 碩士,73,35,38,13,10,8,9,7,13,7,6,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03199048,勞工研究所,D 日,M 碩士,82,20,62,3,18,5,17,6,16,6,11,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03211049,傳播學院傳播碩士學位學程,D 日,M 碩士,243,72,171,19,55,21,54,17,38,15,24,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03211050,國際傳播英語碩士學位學程,D 日,M 碩士,54,12,42,7,15,2,14,2,10,1,3,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院博士班,D 日,D 博士,42,19,23,7,4,3,6,6,2,2,5,1,5,-,-,-,1,-,-,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院大一大二不分系,D 日,B 學士,433,129,304,61,134,68,170,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院碩士在職專班,N 職,M 碩士,92,26,66,5,17,6,15,6,18,6,12,3,4,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03213052,廣播電視學系,D 日,B 學士,196,52,144,-,-,-,-,19,58,25,62,-,-,-,-,-,-,8,24,30 臺北市,1 一般
0001,國立政治大學,03214051,新聞學系,D 日,D 博士,2,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,30 臺北市,1 一般
0001,國立政治大學,03214051,新聞學系,D 日,B 學士,116,38,78,-,-,-,-,14,36,14,35,-,-,-,-,-,-,10,7,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所,D 日,D 博士,12,4,8,-,-,1,3,2,1,-,-,-,2,-,2,1,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所,D 日,M 碩士,57,20,37,9,14,8,16,3,6,-,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,N 職,M 碩士,54,11,43,5,13,6,17,-,6,-,7,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,D 博士,12,6,6,-,-,2,2,1,-,-,2,-,-,2,1,1,1,-,-,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,M 碩士,147,62,85,34,28,24,46,3,9,1,2,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,B 學士,433,180,253,38,51,36,66,48,64,44,58,-,-,-,-,-,-,14,14,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,D 博士,10,5,5,1,1,1,1,1,1,1,-,-,-,-,1,1,1,-,-,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,M 碩士,73,38,35,17,20,16,12,5,3,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,B 學士,200,83,117,17,30,11,30,24,23,19,29,-,-,-,-,-,-,12,5,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,D 博士,30,26,4,7,-,3,-,3,1,4,-,3,1,3,-,3,2,-,-,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,M 碩士,90,62,28,25,13,27,11,10,4,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,B 學士,245,109,136,20,31,36,29,22,33,23,38,-,-,-,-,-,-,8,5,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,D 博士,8,4,4,-,1,2,-,2,-,-,-,-,1,-,1,-,1,-,-,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,M 碩士,75,27,48,13,19,10,21,3,5,1,3,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,B 學士,411,169,242,34,50,45,54,35,67,41,63,-,-,-,-,-,-,14,8,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,D 博士,19,15,4,3,-,1,-,1,1,4,1,2,-,3,2,1,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,M 碩士,76,32,44,10,16,10,17,6,6,6,5,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,B 學士,221,119,102,25,23,30,19,24,30,24,25,-,-,-,-,-,-,16,5,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理學系,D 日,D 博士,51,27,24,4,3,4,2,6,4,6,2,2,4,1,3,4,6,-,-,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),D 日,M 碩士,241,105,136,44,65,39,51,17,13,5,7,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理學系,D 日,B 學士,455,178,277,45,68,31,71,43,60,43,66,-,-,-,-,-,-,16,12,30 臺北市,1 一般
0001,國立政治大學,04131062,經營管理碩士學程全球華商班,N 職,M 碩士,66,48,18,19,9,14,7,11,1,4,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04131062,經營管理碩士學程高階經營班,N 職,M 碩士,428,256,172,105,68,79,49,45,41,20,7,7,7,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,D 日,M 碩士,148,69,79,26,32,24,28,11,16,8,3,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,D 博士,22,13,9,1,3,3,2,2,1,2,1,1,-,2,1,2,1,-,-,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,M 碩士,118,52,66,15,14,16,19,11,19,10,14,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,B 學士,185,55,130,16,34,14,29,15,26,9,38,-,-,-,-,-,-,1,3,30 臺北市,1 一般
0001,國立政治大學,04134042,行政管理碩士學程,N 職,M 碩士,261,99,162,25,49,31,54,17,33,13,16,13,10,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04134042,行政管理碩士學程現役軍人營區碩士在職專班,N 職,M 碩士,96,86,10,35,4,37,3,14,3,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,D 博士,6,2,4,-,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,M 碩士,115,44,71,22,26,16,26,6,15,-,4,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,B 學士,374,129,245,31,54,30,61,38,50,19,70,-,-,-,-,-,-,11,10,30 臺北市,1 一般
0001,國立政治大學,04143055,廣告學系,D 日,B 學士,262,46,216,-,-,-,-,22,96,16,87,-,-,-,-,-,-,8,33,30 臺北市,1 一般
0001,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,D 博士,25,14,11,2,3,2,3,2,2,2,1,3,-,-,2,3,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,M 碩士,151,56,95,12,41,20,33,15,15,9,6,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04211073,法律學系,D 日,B 學士,725,335,390,74,91,79,91,78,100,87,92,-,-,-,-,-,-,17,16,30 臺北市,1 一般
0001,國立政治大學,04211074,法律科際整合研究所,D 日,M 碩士,79,36,43,13,13,7,12,7,11,9,7,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04211075,法學院碩士在職專班,N 職,M 碩士,266,140,126,27,39,32,26,29,26,27,19,25,16,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04212073,法律學系,D 日,D 博士,42,27,15,2,3,6,1,5,2,5,2,1,2,4,4,4,1,-,-,30 臺北市,1 一般
0001,國立政治大學,04212073,法律學系,D 日,M 碩士,243,135,108,44,25,30,41,26,28,35,14,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,05199083,神經科學研究所,D 日,M 碩士,8,4,4,3,2,1,1,-,1,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,05331077,應用物理研究所,D 日,M 碩士,14,12,2,5,-,5,1,2,-,-,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,D 博士,7,4,3,1,1,-,-,1,-,-,1,1,-,-,1,1,-,-,-,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,M 碩士,50,44,6,16,2,14,2,9,1,5,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,B 學士,172,135,37,23,16,38,10,32,5,34,6,-,-,-,-,-,-,8,-,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,D 博士,4,3,1,2,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,M 碩士,65,46,19,20,7,19,8,6,4,1,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,B 學士,230,128,102,25,25,26,24,34,22,31,25,-,-,-,-,-,-,12,6,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,D 博士,48,33,15,7,2,4,3,4,4,3,2,7,2,3,-,5,2,-,-,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,M 碩士,84,51,33,19,19,26,11,6,3,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,B 學士,334,181,153,47,33,40,44,42,34,45,37,-,-,-,-,-,-,7,5,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,D 博士,8,7,1,2,-,2,-,-,-,1,-,-,1,-,-,2,-,-,-,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,M 碩士,115,94,21,32,13,35,3,22,3,5,2,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,B 學士,206,154,52,34,15,33,15,39,9,37,11,-,-,-,-,-,-,11,2,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,N 職,M 碩士,81,68,13,20,5,11,6,20,1,11,-,6,1,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,13,11,2,3,1,3,-,1,-,-,-,2,-,2,1,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,06134057,數位內容碩士學位學程,D 日,M 碩士,52,25,27,8,8,8,11,7,6,2,2,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,09231084,社會工作研究所,D 日,D 博士,17,7,10,2,4,1,4,2,2,-,-,1,-,1,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,09231084,社會工作研究所,D 日,M 碩士,66,19,47,5,14,5,10,5,17,4,6,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系,D 日,D 博士,57,19,38,2,8,3,7,3,7,4,4,3,3,-,3,4,6,-,-,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系,D 日,M 碩士,117,22,95,7,30,7,22,5,19,3,20,-,3,-,1,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系馬來西亞境外碩士在職專班,N 職,M 碩士,1,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系教育行政碩士在職專班,N 職,M 碩士,68,20,48,6,19,5,15,1,4,2,3,-,3,2,3,4,1,-,-,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系課程與教學碩士在職專班,N 職,M 碩士,125,18,107,8,34,6,35,1,15,-,12,-,2,1,5,2,4,-,-,18 新竹市,1 一般
0002,國立清華大學,01111112,竹師教育學院學士班,D 日,B 學士,68,26,42,16,30,10,12,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01112083,人力資源與數位學習科技研究所,D 日,M 碩士,9,3,6,-,-,-,-,1,1,2,5,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01113095,特殊教育學系,D 日,M 碩士,60,6,54,1,16,3,16,1,9,-,10,1,2,-,1,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01113095,特殊教育學系,D 日,B 學士,165,32,133,6,33,6,31,12,23,7,43,-,-,-,-,-,-,1,3,18 新竹市,1 一般
0002,國立清華大學,01113110,學前特殊教育碩士在職學位學程,N 職,M 碩士,44,2,42,2,15,-,11,-,16,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01115124,華德福教育碩士在職學位學程,N 職,M 碩士,17,1,16,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,D 日,M 碩士,56,1,55,-,24,-,17,1,8,-,6,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,D 日,B 學士,226,30,196,6,35,4,31,8,58,11,67,-,-,-,-,-,-,1,5,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,N 職,M 碩士,61,4,57,1,14,1,13,-,13,1,10,-,-,1,7,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系幼兒園教師碩士在職專班,N 職,M 碩士,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,18 新竹市,1 一般
0002,國立清華大學,01131084,教育與學習科技學系,D 日,B 學士,233,67,166,13,31,14,26,21,42,16,62,-,-,-,-,-,-,3,5,18 新竹市,1 一般
0002,國立清華大學,01131085,數理教育研究所,D 日,M 碩士,71,35,36,8,10,10,10,7,9,8,6,2,-,-,1,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01131085,數理教育研究所,N 職,M 碩士,61,22,39,6,12,8,7,4,7,2,10,2,3,-,-,-,-,-,-,18 新竹市,1 一般
