學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0001,國立政治大學,02311009,英國語文學系,D 日,D 博士,22,6,16,1,1,1,4,1,2,1,6,-,2,1,-,1,1,-,-,30 臺北市,1 一般
0001,國立政治大學,02311009,英國語文學系,D 日,M 碩士,51,10,41,3,18,3,4,2,12,2,7,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02311009,英國語文學系,D 日,B 學士,292,90,202,21,42,16,48,23,44,21,49,-,-,-,-,-,-,9,19,30 臺北市,1 一般
0001,國立政治大學,02311009,英國語文學系英語教學碩士在職專班,N 職,M 碩士,27,5,22,1,-,3,7,-,1,1,11,-,3,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02311011,日本語文學系,D 日,M 碩士,26,10,16,4,3,1,5,2,3,3,5,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02311011,日本語文學系,D 日,B 學士,190,59,131,13,27,10,28,17,29,10,35,-,-,-,-,-,-,9,12,30 臺北市,1 一般
0001,國立政治大學,02311012,阿拉伯語文學系,D 日,B 學士,195,73,122,16,32,12,25,14,24,12,26,-,-,-,-,-,-,19,15,30 臺北市,1 一般
0001,國立政治大學,02311014,韓國語文學系,D 日,M 碩士,20,1,19,-,6,-,7,1,5,-,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02311014,韓國語文學系,D 日,B 學士,138,18,120,6,23,5,26,2,33,4,27,-,-,-,-,-,-,1,11,30 臺北市,1 一般
0001,國立政治大學,02311015,土耳其語文學系,D 日,B 學士,126,31,95,4,30,7,19,7,21,7,17,-,-,-,-,-,-,6,8,30 臺北市,1 一般
0001,國立政治大學,02311016,歐洲語文學系,D 日,B 學士,284,60,224,12,49,11,51,14,45,10,54,-,-,-,-,-,-,13,25,30 臺北市,1 一般
0001,國立政治大學,02311017,斯拉夫語文學系,D 日,M 碩士,12,6,6,3,1,1,2,1,1,1,2,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02311017,斯拉夫語文學系,D 日,B 學士,227,59,168,12,38,13,33,12,35,8,35,-,-,-,-,-,-,14,27,30 臺北市,1 一般
0001,國立政治大學,02311087,東南亞語言與文化學士學位學程,D 日,B 學士,63,17,46,5,10,3,12,6,11,3,13,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02321007,台灣文學研究所,D 日,D 博士,13,5,8,1,-,1,-,1,1,-,1,1,2,1,-,-,4,-,-,30 臺北市,1 一般
0001,國立政治大學,02321007,台灣文學研究所,D 日,M 碩士,45,22,23,3,6,6,5,2,4,11,8,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02322008,中國文學系,D 日,D 博士,58,33,25,4,2,4,4,2,3,7,7,9,1,4,3,3,5,-,-,30 臺北市,1 一般
0001,國立政治大學,02322008,中國文學系,D 日,M 碩士,96,34,62,7,10,8,19,10,9,9,24,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02322008,中國文學系,D 日,B 學士,327,107,220,28,56,17,64,30,45,23,46,-,-,-,-,-,-,9,9,30 臺北市,1 一般
0001,國立政治大學,02322008,中國文學系國文教學碩士在職專班,N 職,M 碩士,79,8,71,-,16,1,20,2,15,4,11,1,9,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02323002,華語文教學博士學位學程,D 日,D 博士,20,1,19,1,1,-,4,-,3,-,5,-,-,-,1,-,5,-,-,30 臺北市,1 一般
0001,國立政治大學,02323002,華語文教學碩士學位學程,D 日,M 碩士,61,10,51,3,12,2,12,4,12,1,15,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,02399018,語言學研究所,D 日,D 博士,8,4,4,-,1,1,-,2,-,-,2,-,-,-,-,1,1,-,-,30 臺北市,1 一般
0001,國立政治大學,02399018,語言學研究所,D 日,M 碩士,29,12,17,5,5,2,3,3,5,2,4,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03111024,經濟學系,D 日,D 博士,10,8,2,2,-,2,-,-,-,1,1,1,-,2,1,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03111024,經濟學系,D 日,M 碩士,103,68,35,23,16,29,16,10,3,6,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03111024,經濟學系,D 日,B 學士,400,219,181,49,32,55,45,46,48,53,44,-,-,-,-,-,-,16,12,30 臺北市,1 一般
0001,國立政治大學,03111025,應用經濟與社會發展英語碩士學位學程,D 日,M 碩士,30,11,19,3,8,3,7,3,4,2,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03121026,政治學系,D 日,D 博士,27,20,7,3,1,1,2,1,2,1,1,5,-,1,1,8,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03121026,政治學系,D 日,M 碩士,74,44,30,11,7,14,10,13,2,6,11,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03121026,政治學系,D 日,B 學士,229,114,115,27,25,22,24,23,32,32,26,-,-,-,-,-,-,10,8,30 臺北市,1 一般
0001,國立政治大學,03121029,國際事務學院國家安全與大陸研究碩士在職專班,N 職,M 碩士,54,42,12,18,6,15,5,5,1,2,-,2,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系,D 日,D 博士,8,6,2,-,-,-,-,2,-,1,-,1,-,1,1,1,1,-,-,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系,D 日,M 碩士,84,45,39,14,12,12,9,13,10,6,8,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系,D 日,B 學士,274,107,167,22,38,32,38,24,35,16,43,-,-,-,-,-,-,13,13,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系戰略與國際事務碩士在職專班,N 職,M 碩士,61,46,15,18,8,15,2,4,1,5,2,4,2,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03122046,國際研究英語碩士學位學程,D 日,M 碩士,45,24,21,8,10,11,6,3,4,2,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03131032,心理學系,D 日,D 博士,10,3,7,1,1,-,1,-,2,2,1,-,1,-,-,-,1,-,-,30 臺北市,1 一般
0001,國立政治大學,03131032,心理學系,D 日,M 碩士,82,25,57,6,19,9,16,3,9,7,13,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03131032,心理學系,D 日,B 學士,214,67,147,9,28,16,37,17,36,16,33,-,-,-,-,-,-,9,13,30 臺北市,1 一般
0001,國立政治大學,03131033,輔導與諮商碩士學位學程,D 日,M 碩士,40,9,31,3,7,1,12,2,8,3,4,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03141030,社會學系,D 日,D 博士,16,9,7,2,1,-,3,-,2,1,1,2,-,-,-,4,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03141030,社會學系,D 日,M 碩士,65,31,34,9,9,8,11,7,11,7,3,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03141030,社會學系,D 日,B 學士,213,90,123,23,29,22,31,20,27,16,24,-,-,-,-,-,-,9,12,30 臺北市,1 一般
0001,國立政治大學,03143023,中東與中亞研究碩士學位學程,D 日,M 碩士,18,7,11,4,3,1,6,1,1,1,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143028,東亞研究所,D 日,D 博士,37,25,12,4,2,3,3,4,2,3,3,3,2,4,-,4,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143028,東亞研究所,D 日,M 碩士,83,56,27,18,5,16,7,9,8,13,7,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143036,日本研究博士學位學程,D 日,D 博士,7,3,4,-,-,-,2,2,1,-,1,1,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143036,日本研究碩士學位學程,D 日,M 碩士,38,21,17,7,7,4,4,7,3,3,3,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143038,俄羅斯研究所,D 日,M 碩士,30,13,17,6,3,5,7,2,6,-,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143040,亞太研究英語博士學位學程,D 日,D 博士,66,35,31,5,5,9,6,7,7,4,5,6,3,3,3,1,2,-,-,30 臺北市,1 一般
0001,國立政治大學,03143040,亞太研究英語碩士學位學程,D 日,M 碩士,45,21,24,3,7,7,6,6,6,5,5,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,D 博士,17,13,4,3,-,3,2,1,-,1,-,3,-,1,1,1,1,-,-,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,M 碩士,81,32,49,13,21,13,19,4,7,2,2,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,B 學士,490,265,225,66,62,63,50,58,41,56,60,-,-,-,-,-,-,22,12,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,N 職,M 碩士,100,56,44,18,11,14,13,13,9,7,8,4,3,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03143090,土地政策與環境規劃碩士原住民專班,D 日,M 碩士,23,11,12,6,6,5,6,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03191047,國家發展研究所,D 日,D 博士,34,21,13,1,3,5,2,2,3,3,2,3,2,3,-,4,1,-,-,30 臺北市,1 一般
0001,國立政治大學,03191047,國家發展研究所,D 日,M 碩士,79,48,31,21,7,13,7,6,10,8,7,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03199048,勞工研究所,D 日,M 碩士,77,17,60,8,18,3,15,4,16,2,11,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03211049,傳播學院傳播碩士學位學程,D 日,M 碩士,237,65,172,14,53,21,52,17,42,13,25,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03211050,國際傳播英語碩士學位學程,D 日,M 碩士,53,13,40,4,11,6,16,2,9,1,4,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院博士班,D 日,D 博士,39,17,22,3,4,6,3,3,6,4,3,1,1,-,5,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院大一大二不分系,D 日,B 學士,420,118,302,53,156,65,146,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院碩士在職專班,N 職,M 碩士,103,32,71,9,15,4,15,6,15,6,15,7,11,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03213052,廣播電視學系,D 日,B 學士,180,55,125,-,-,-,-,23,46,20,59,-,-,-,-,-,-,12,20,30 臺北市,1 一般
0001,國立政治大學,03214051,新聞學系,D 日,D 博士,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,30 臺北市,1 一般
0001,國立政治大學,03214051,新聞學系,D 日,B 學士,120,36,84,-,-,-,-,13,39,14,36,-,-,-,-,-,-,9,9,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所,D 日,D 博士,13,3,10,-,2,-,-,1,1,1,1,-,2,-,2,1,2,-,-,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所,D 日,M 碩士,60,20,40,9,17,9,14,2,7,-,2,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,N 職,M 碩士,55,18,37,8,14,5,12,4,5,1,2,-,4,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,D 博士,10,5,5,1,-,-,-,2,1,1,-,-,2,-,-,1,2,-,-,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,M 碩士,131,63,68,27,31,32,25,3,12,1,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,B 學士,437,189,248,50,46,40,60,40,68,49,65,-,-,-,-,-,-,10,9,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,D 博士,8,5,3,2,-,1,1,1,1,1,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,M 碩士,72,38,34,20,12,16,19,1,3,1,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,B 學士,193,83,110,21,23,20,31,13,30,24,21,-,-,-,-,-,-,5,5,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,D 博士,29,23,6,4,4,9,-,2,-,3,1,1,-,3,1,1,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,M 碩士,83,56,27,22,14,22,11,9,2,3,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,B 學士,250,124,126,29,20,28,38,38,30,24,32,-,-,-,-,-,-,5,6,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,D 博士,5,3,2,-,-,-,1,2,-,1,-,-,-,-,1,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,M 碩士,78,29,49,12,21,16,20,-,5,1,3,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,B 學士,400,169,231,41,42,37,54,46,56,36,66,-,-,-,-,-,-,9,13,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,D 博士,16,12,4,1,-,3,-,1,-,1,1,2,1,1,-,3,2,-,-,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,M 碩士,70,32,38,14,14,9,14,6,8,3,2,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,B 學士,210,107,103,25,25,26,22,28,22,25,30,-,-,-,-,-,-,3,4,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理學系,D 日,D 博士,48,29,19,7,2,4,3,4,2,7,3,3,2,2,1,2,6,-,-,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),D 日,M 碩士,253,105,148,44,62,39,62,14,21,8,3,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理學系,D 日,B 學士,447,186,261,49,53,45,66,32,70,44,61,-,-,-,-,-,-,16,11,30 臺北市,1 一般
0001,國立政治大學,04131062,經營管理碩士學程全球華商班,N 職,M 碩士,78,50,28,14,19,21,6,6,1,8,2,1,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04131062,經營管理碩士學程高階經營班,N 職,M 碩士,426,248,178,98,73,77,57,49,31,14,11,10,6,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,D 日,M 碩士,131,57,74,16,28,23,26,13,13,5,7,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04131091,創新國際學院學士班,D 日,B 學士,22,11,11,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,D 博士,21,10,11,-,-,1,3,3,2,1,1,2,3,1,-,2,2,-,-,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,M 碩士,104,46,58,13,13,15,11,11,20,7,14,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,B 學士,185,64,121,20,31,15,32,14,27,14,26,-,-,-,-,-,-,1,5,30 臺北市,1 一般
0001,國立政治大學,04134042,行政管理碩士學程,N 職,M 碩士,271,104,167,32,50,23,50,26,34,12,24,11,9,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04134042,行政管理碩士學程現役軍人營區碩士在職專班,N 職,M 碩士,51,43,8,13,7,10,-,11,1,9,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04134042,行政管理碩士學程領導決策現役軍人營區碩士在職專班,N 職,M 碩士,25,23,2,-,-,23,2,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,D 博士,6,1,5,-,1,-,3,1,1,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,M 碩士,100,34,66,12,37,20,20,2,7,-,2,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,B 學士,381,142,239,35,46,33,62,32,61,36,51,-,-,-,-,-,-,6,19,30 臺北市,1 一般
0001,國立政治大學,04143055,廣告學系,D 日,B 學士,271,59,212,-,-,-,-,29,89,23,98,-,-,-,-,-,-,7,25,30 臺北市,1 一般
0001,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,D 博士,27,16,11,1,5,2,3,3,1,3,1,2,1,1,-,4,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,M 碩士,158,58,100,19,33,12,42,19,21,8,4,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04211073,法律學系,D 日,B 學士,734,350,384,83,81,82,100,82,94,79,101,-,-,-,-,-,-,24,8,30 臺北市,1 一般
0001,國立政治大學,04211074,法律科際整合研究所,D 日,M 碩士,87,46,41,16,9,11,10,8,9,11,13,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04211075,法學院碩士在職專班,N 職,M 碩士,258,129,129,35,28,27,38,30,29,14,25,23,9,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,04212073,法律學系,D 日,D 博士,46,30,16,7,2,4,4,5,1,4,2,5,2,2,1,3,4,-,-,30 臺北市,1 一般
0001,國立政治大學,04212073,法律學系,D 日,M 碩士,247,122,125,22,42,40,25,32,34,28,24,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,05199083,神經科學研究所,D 日,M 碩士,10,5,5,1,2,3,1,1,2,-,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,05331077,應用物理研究所,D 日,M 碩士,12,10,2,3,1,5,-,2,-,-,1,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,D 博士,9,6,3,2,-,1,1,-,-,-,-,-,1,1,-,2,1,-,-,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,M 碩士,56,51,5,19,-,17,2,12,3,3,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,B 學士,184,142,42,33,13,23,13,36,10,32,5,-,-,-,-,-,-,18,1,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,D 博士,6,4,2,1,1,2,-,-,-,-,-,-,-,1,-,-,1,-,-,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,M 碩士,61,40,21,16,13,19,7,2,1,3,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,B 學士,237,131,106,25,28,31,26,28,26,34,22,-,-,-,-,-,-,13,4,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,D 博士,53,39,14,7,1,6,3,4,2,6,4,3,1,7,2,6,1,-,-,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,M 碩士,91,52,39,27,19,19,18,5,2,1,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,B 學士,337,185,152,46,38,46,34,41,42,42,35,-,-,-,-,-,-,10,3,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,D 博士,8,5,3,-,2,2,-,2,-,-,-,1,-,-,1,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,M 碩士,125,93,32,26,16,32,11,25,1,10,4,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,B 學士,220,163,57,39,15,40,12,31,17,39,10,-,-,-,-,-,-,14,3,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,N 職,M 碩士,98,76,22,22,9,21,5,11,5,17,2,5,1,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,14,11,3,1,2,3,-,4,-,1,-,-,-,2,-,-,1,-,-,30 臺北市,1 一般
0001,國立政治大學,06134057,數位內容碩士學位學程,D 日,M 碩士,51,21,30,7,17,6,9,5,4,3,-,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,09231084,社會工作研究所,D 日,D 博士,14,4,10,-,1,2,4,1,3,1,1,-,1,-,-,-,-,-,-,30 臺北市,1 一般
0001,國立政治大學,09231084,社會工作研究所,D 日,M 碩士,66,20,46,6,12,6,13,6,12,2,9,-,-,-,-,-,-,-,-,30 臺北市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系,D 日,D 博士,57,19,38,5,5,2,11,3,7,1,3,2,4,3,1,3,7,-,-,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系,D 日,M 碩士,129,22,107,8,32,7,32,4,18,3,14,-,8,-,3,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系馬來西亞境外碩士在職專班,N 職,M 碩士,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系教育行政碩士在職專班,N 職,M 碩士,64,9,55,1,24,5,20,1,3,-,3,2,2,-,2,-,1,-,-,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系課程與教學碩士在職專班,N 職,M 碩士,130,23,107,10,35,8,32,4,17,-,11,-,7,-,2,1,3,-,-,18 新竹市,1 一般
0002,國立清華大學,01111112,竹師教育學院學士班,D 日,B 學士,106,43,63,23,29,10,22,10,12,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01112083,人力資源與數位學習科技研究所,D 日,M 碩士,3,1,2,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01113095,特殊教育學系,D 日,M 碩士,53,4,49,-,13,2,14,1,15,-,3,-,-,1,4,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01113095,特殊教育學系,D 日,B 學士,152,35,117,9,31,6,28,6,31,13,23,-,-,-,-,-,-,1,4,18 新竹市,1 一般
0002,國立清華大學,01113110,學前特殊教育碩士在職學位學程,N 職,M 碩士,33,1,32,-,2,1,13,-,8,-,9,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01115124,華德福教育碩士在職學位學程,N 職,M 碩士,16,1,15,-,-,1,15,-,-,-,-,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,D 日,M 碩士,63,4,59,2,22,-,16,-,13,2,8,-,-,-,-,-,-,-,-,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,D 日,B 學士,186,20,166,6,45,3,32,3,30,8,56,-,-,-,-,-,-,-,3,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,N 職,M 碩士,60,4,56,2,14,1,11,-,11,-,9,1,7,-,-,-,4,-,-,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系幼兒園教師碩士在職專班,N 職,M 碩士,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,18 新竹市,1 一般
0002,國立清華大學,01131084,教育與學習科技學系,D 日,B 學士,190,54,136,9,36,10,30,11,24,20,41,-,-,-,-,-,-,4,5,18 新竹市,1 一般
